Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation,,10.1007/978-3-030-58545-7_40,True,,2020,,Springer International Publishing,False,,Liang-Chieh Chen and Raphael Gontijo Lopes and Bowen Cheng and Maxwell D. Collins and Ekin D. Cubuk and Barret Zoph and Hartwig Adam and Jonathon Shlens
